video_count,frame_count,eye,mouth,area_eye,area_mouth,pupil,label
0,0,0.07399895736404528,0.27130738443544755,184.35434548690802,881.0081992581399,0.46209580327957284,1
0,1,0.08462592597557486,0.31104851465945166,188.48353441456706,851.7940555971511,0.4639783534626287,1
0,2,0.08143942648761801,0.288891221031735,200.81138392433024,800.0320498330575,0.4734965048824469,1
0,3,0.08304607871615502,0.29395619479190743,200.40036638452307,830.5991055999091,0.4735261852116195,1
0,4,0.07523523594093894,0.31262137992877265,197.08473852091214,866.9729213050483,0.4664382577079887,1
0,5,0.07949643306551946,0.3028079146740524,195.05761346976715,884.4342845948464,0.46904896834189247,1
0,6,0.0780627181576364,0.30125579240478984,199.65072190439292,897.0116171681609,0.46967036144442553,1
0,7,0.0747103610342444,0.30771150177843243,197.25777717066654,904.7469509915062,0.46202028463481737,1
0,8,0.07411596186364276,0.31740649587577446,200.80823842595936,931.650895015622,0.46396032557206585,1
0,9,0.07513259428907641,0.3075146017367127,200.38853286252908,899.7441642327857,0.4682867837063268,1
0,10,0.08249632108099741,0.29946340085743756,193.1758642435372,903.0198964996118,0.4736137294257292,1
0,11,0.09433533302007421,0.3098915316782683,195.5227241034919,861.7758744231141,0.4662969784176151,1
0,12,0.09515513818692063,0.3073250931724514,189.21681548243475,898.6830005102715,0.4550005441158079,1
0,13,0.09711250084419656,0.31500567374500427,192.16128832205627,884.7476705009129,0.4571549573738971,1
0,14,0.0902680277828387,0.3245588055424235,188.68658287737736,889.7940730267626,0.4560804222594179,1
0,15,0.09122730023149284,0.3090569338823553,176.39150346274525,856.1583904849314,0.4495842859475532,1
0,16,0.08883235415903327,0.30197091947710786,182.1560869192133,859.00199607909,0.4564863117538531,1
0,17,0.091722544332555,0.32289061091018645,174.11801009270113,811.7838376666914,0.4474619632518279,1
0,18,0.08008426862744233,0.3132527285253381,170.61865260024584,827.2180847993218,0.44031433733813496,1
0,19,0.06927237240502901,0.3213127910853817,179.0795961602476,865.4106721168134,0.446145485949617,1
0,20,0.06900977364453907,0.3181445724531778,174.49456608048376,859.2379053117278,0.44171908179670927,1
0,21,0.061034034535269746,0.3271664817474839,164.9979630924223,869.6560415552053,0.4348016595206011,1
0,22,0.066070064916126,0.3089022373853597,161.68737263925584,841.6387414581262,0.4451442708858977,1
0,23,0.07560688919238824,0.32039141686272243,155.12772476027038,860.5190576168636,0.44348704775449416,1
0,24,0.10301001714362298,0.3397389651929984,160.06547783121084,841.4847665075944,0.4746566522811334,1
0,25,0.0968947193450026,0.3571431894398697,157.9347114664176,835.1188651031771,0.49554869898057474,1
0,26,0.1349333626469605,0.3517334922902894,157.71290848897797,876.7650674609549,0.5239531568837446,1
0,27,0.15268462987564987,0.35732087699507953,167.12029437443186,873.4385749546186,0.5303605959900182,1
0,28,0.1599748962721656,0.37607601448996236,166.72581695523007,911.8977427521858,0.5299715559871534,1
0,29,0.17556803789139386,0.3503726268314432,172.82533355702583,896.0312080644719,0.5446063752895834,1
0,30,0.16542550055025304,0.33125173100313154,166.96938199588809,840.4879609054967,0.5411829685582791,1
0,31,0.11419106295988998,0.33617049721367775,151.91143176915028,863.2674010120404,0.49559303274933153,1
0,32,0.08132226147333843,0.3275082631376924,153.79778420980108,862.743306609762,0.46941943058479557,1
0,33,0.08132043333342631,0.31260421860092713,168.1716779453581,892.2852424370391,0.46433230215255344,1
0,34,0.0710380681795052,0.31461759688924346,179.2545326950922,906.5291547118022,0.46652866580721386,1
0,35,0.068918266612717,0.30630683825271415,179.8188370230879,890.728822218461,0.4614326508349509,1
0,36,0.08230482930528704,0.30955355835807474,179.66253342167442,883.259608882888,0.46393297359534225,1
0,37,0.17166552765452178,0.3162372368894821,226.24694526409166,892.9877856217114,0.5334143546029023,1
0,38,0.23374888110829994,0.30315423087661647,242.18379193064396,897.3999619551372,0.5657844478575057,1
0,39,0.32298191689315514,0.2992300730010771,258.9251610735456,914.219587494839,0.621949559233151,1
0,40,0.32999901593388326,0.32047043423691957,263.18472269968845,902.032623348008,0.6195930874970988,1
0,41,0.2785495236746477,0.3193413848113032,228.32570170160548,850.1761353505641,0.5565961658434513,1
0,42,0.25806342539443616,0.3581101541923138,200.7705213904649,884.8261799471467,0.5339872447524193,1
0,43,0.24557612063331322,0.39419018705744047,191.57815096400003,911.5400301128044,0.5108863204049501,1
0,44,0.24386126116275544,0.5508311826300367,180.86124728291827,1085.4490667923078,0.504043206202652,1
0,45,0.19214681949272105,0.684816129232986,161.02596707845225,1259.0868494663503,0.4622169980752119,1
0,46,0.14437604017542569,0.8104464504970748,157.19154304901465,1739.0573600737448,0.41784404622748783,1
0,47,0.108187000603442,0.9778843211674904,141.4672262659976,2035.9464293180206,0.39074027404519385,1
0,48,0.1562290514438724,1.1494258775697086,126.3819239607931,2630.213296033779,0.38270230184856946,1
0,49,0.13908763454422174,1.3378619073470062,122.66580587347826,3067.789051314375,0.36877578980200243,1
0,50,0.0928090468138137,1.389785349511673,119.63199405806549,3245.462915512842,0.3495991349036979,1
0,51,0.09607295920971336,1.3713370122737938,130.69990839631075,3285.9838568992873,0.3749449668221547,1
0,52,0.11389380373534833,1.211249858678367,131.03224575492428,2633.1590966409312,0.38102893439476543,1
0,53,0.09798537918802566,1.155574231638494,130.69126405756077,2515.807688749612,0.3706872603989233,1
0,54,0.07546929212839683,1.214757318078357,120.83450685202337,2542.106257735124,0.36295232282810086,1
0,55,0.07858392519481507,1.0628368305096454,114.31563827507922,2448.9694607762594,0.35502441986046923,1
0,56,0.0756112149879037,1.1032435206462265,115.63138141120496,2715.2532201846057,0.3677766114506778,1
0,57,0.09859165818964571,0.9190579411445905,116.49291530823737,2067.299798073965,0.37730718956760234,1
0,58,0.1044028960021864,0.9569143015266758,113.40877950775365,2189.000454393938,0.37258067312894927,1
0,59,0.07913673282423386,0.6461776370752337,124.8443535509835,1057.7455310642742,0.3962947221598163,1
0,60,0.04252984513889763,0.9465142267605623,122.7953731517612,2241.831285173241,0.3875927189900632,1
0,61,0.08714506049655825,0.807986991369056,107.73599719361812,2178.179829692504,0.36673798666458174,1
0,62,0.06631908416596129,0.8853817179652311,110.8822872633445,2081.2535103149457,0.3772214269593661,1
